"","year","month","day","price","code","dong_nm","jibun","con_year","apt_nm","area","floor"
"571","2021","1","23","     131,000","11350"," 중계동","360-2","1996","청구3","84.77","6"
"572","2021","1","23","      61,000","11350"," 중계동","502-1","1990","중계그린1단지","59.46","1"
"573","2021","1","23","      58,000","11350"," 중계동","502-1","1990","중계그린1단지","49.5","5"
"574","2021","1","23","      58,300","11350"," 중계동","592","1999","중계3벽산","59.88","16"
"575","2021","1","23","     103,000","11350"," 중계동","592","1999","중계3벽산","114.87","12"
"576","2021","1","25","     148,000","11350"," 중계동","366","1993","신동아(366)","115.35","8"
"577","2021","1","25","      90,000","11350"," 중계동","598","2005","한화꿈에그린","84.902","8"
"578","2021","1","26","      57,000","11350"," 중계동","502-1","1990","중계그린1단지","49.5","7"
"579","2021","1","26","      56,000","11350"," 중계동","502-1","1990","중계그린1단지","49.5","5"
"580","2021","1","26","     104,800","11350"," 중계동","590","1999","신안","84.93","5"
"581","2021","1","26","      52,000","11350"," 중계동","359-1","1992","주공5","44.52","10"
"582","2021","1","26","      75,000","11350"," 중계동","583","1997","금호타운(583)","84.98","14"
"583","2021","1","27","      74,000","11350"," 중계동","505","1989","상아","72.73","5"
"584","2021","1","27","      56,500","11350"," 중계동","445","1996","염광","59.34","17"
"585","2021","1","27","      90,500","11350"," 중계동","359-1","1992","주공5","76.51","2"
"586","2021","1","28","      80,000","11350"," 중계동","34-5","2018","현대(6차)","84.98","9"
"587","2021","1","28","      57,000","11350"," 중계동","502-1","1990","중계그린1단지","49.5","2"
"588","2021","1","28","      57,000","11350"," 중계동","512","1991","중계무지개","49.54","14"
"589","2021","1","29","      85,200","11350"," 중계동","505","1989","경남","84.97","10"
"590","2021","1","29","      45,000","11350"," 중계동","369","1992","주공2","44.52","10"
"591","2021","1","29","      44,000","11350"," 중계동","369","1992","주공2","44.52","3"
"592","2021","1","30","      41,700","11350"," 중계동","369","1992","주공2","44.52","8"
"593","2021","1","30","      59,000","11350"," 중계동","34-5","2018","현대(6차)","59.84","4"
"594","2021","1","30","      52,000","11350"," 중계동","512","1991","중계무지개","49.89","11"
"595","2021","1","30","     148,000","11350"," 중계동","366","1993","청구(366)","115.47","6"
"596","2021","1","30","      47,000","11350"," 중계동","359-1","1992","주공5","38.64","2"
"597","2021","1","30","      51,500","11350"," 중계동","359-1","1992","주공5","44.52","9"
"598","2021","1","30","      42,600","11350"," 중계동","363-1","1993","주공7","44.1","8"
"599","2021","1","30","      49,500","11350"," 중계동","512","1991","중계무지개","39.96","4"
"600","2021","1","30","      68,000","11350"," 중계동","591","2000","대호","84.93","16"
"601","2021","1","30","      76,000","11350"," 중계동","505","1989","경남","74.2","7"
"602","2021","1","30","      57,500","11350"," 중계동","445","1996","염광","59.34","1"
"603","2021","1","30","      42,000","11350"," 중계동","369","1992","주공2","44.52","12"
